Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,multi_taste
CC1=C(C=O)C(C)(C)CCC1,CC1=C(C=O)C(C)(C)CCC1,sweet,"mint, saffron, tobacco, herbal, damascone, sweet, tropical, clean, fruity, rose oxide, minty",flavor_db,0
CC(=O)OC1CC2(O)C3CCC4CC(OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O)CCC4(C)C3CCC2(C)C1c1ccoc(=O)c1,CC(=O)OC1CC2(O)C3CCC4CC(OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O)CCC4(C)C3CCC2(C)C1c1ccoc(=O)c1,bitter,bitter,flavor_db,0
CC(C)C12CCC(C)(CC1)O2,CC(C)C12CCC(C)(CC1)O2,undefined,"cooling, spice, green, terpene, minty, pine, camphor",flavor_db,0
Cc1ccc2c(c1)C(C(C)C)CCC2C,Cc1ccc2c(c1)C(C(C)C)CCC2C,undefined,"spice, herb",flavor_db,0
C=CCc1cc2c(c(OC)c1OC)OCO2,C=CCc1cc2c(c(OC)c1OC)OCO2,undefined,"wood, spice",flavor_db,0
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,undefined,odorless,flavor_db,0
C=CCc1cc(OC)c(OC)c(OC)c1,C=CCc1cc(OC)c(OC)c(OC)c1,undefined,"flower, spice",flavor_db,0
CC1=CC(O)C(C(C)C)CC1,CC1=CC(O)C(C(C)C)CC1,undefined,"herbal, herb",flavor_db,0
CCCC(=O)c1ccccc1,CCCC(=O)c1ccccc1,undefined,cherry,flavor_db,0
O=C1C=CCO1,O=C1C=CCO1,undefined,buttery,flavor_db,0
CC1CCC(C(C)(C)O)CC1,CC1CCC(C(C)(C)O)CC1,sweet,"lime, woody, sweet, pine, terpenic",flavor_db,0
CC1CCC(C(C)C)CC1=O,CC1CCC(C(C)C)CC1=O,undefined,"minty, spearmint, herbal",flavor_db,0
Cc1ccc(C(C)C)cc1O,Cc1ccc(C(C)C)cc1O,undefined,"woody, thymol, spice, camphor",flavor_db,0
OCCc1ccc(O)cc1,OCCc1ccc(O)cc1,sweet,"floral, sweet, fruity, mild",flavor_db,1
CC(C)=CCCC(C)CC(=O)O,CC(C)=CCCC(C)CC(=O)O,undefined,"smoky, fatty, floral, grassy, green",flavor_db,0
C=CC(=C)CCC=C(C)CCC=C(C)C,C=CC(=C)CCC=C(C)CCC=C(C)C,undefined,"citrus, green",flavor_db,1
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,undefined,"jasmin, herbal, fat, oily, woody, celery",flavor_db,0
CC(C)CC(=O)O,CC(C)CC(=O)O,sour,"sour, sweat, acid, stinky, sweaty, animal, rancid, tropical, feet, cheese",flavor_db,0
CSCCCO,CSCCCO,sweet,"sulfurous, potato, onion, vegetable, sweet, soup",flavor_db,0
C1CSCSC1,C1CSCSC1,undefined,"roasted, alliaceous",flavor_db,0
C1CSCCS1,C1CSCCS1,undefined,"solvent, sulfurous, garlic, onion, pyridine, fishy",flavor_db,0
CC(=O)S,CC(=O)S,undefined,"meaty, roasted, cooked",flavor_db,1
C=C1C2CCC(C2)C1(C)CCC=C(C)C,C=C1C2CCC(C2)C1(C)CCC=C(C)C,undefined,woody,flavor_db,0
CC1C(O)CC2(C(C)C)CC12,CC1C(O)CC2(C(C)C)CC12,undefined,"minty, camphoreous",flavor_db,0
CC(C)CS,CC(C)CS,undefined,"mustard, vegetable, cooked",flavor_db,0
CC1(C)C2CC=C(CO)C1C2,CC1(C)C2CC=C(CO)C1C2,sweet,"mint, medical, woody, sweet, balsam, pine",flavor_db,0
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,undefined,"peppery, spice, mild, floral, flower",flavor_db,0
C=CCc1cc(OC)c2c(c1OC)OCO2,C=CCc1cc(OC)c2c(c1OC)OCO2,undefined,"parsley, faint",flavor_db,0
Cc1cccc(O)c1C,Cc1cccc(O)c1C,undefined,"musty, chemical, phenolic",flavor_db,0
Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c(O)c(C)c1,undefined,"phenolic, mild",flavor_db,0
Cc1ccccc1C=O,Cc1ccccc1C=O,undefined,cherry,flavor_db,0
COc1ccc2ccc(=O)oc2c1,COc1ccc2ccc(=O)oc2c1,sweet,"balsam, sweet, balsamic, tonka",flavor_db,1
CC(=O)Oc1ccccc1C,CC(=O)Oc1ccccc1C,sweet,"floral, fruit, sweet, medicinal",flavor_db,0
COC(C)OC,COC(C)OC,sweet,"alcohol, ether, sharp, new mown hay, sweet, green",flavor_db,0
Cc1ccco1,Cc1ccco1,undefined,"ethereal, acetone, chocolate",flavor_db,0
Cc1ccc(C(C)O)cc1,Cc1ccc(C(C)O)cc1,sweet,"powdery, floral, sweet, hawthorn, nutty",flavor_db,0
C=C(C)C1CC=C(CO)CC1,C=C(C)C1CC=C(CO)CC1,undefined,"fatty, terpineol, linalool, green",flavor_db,0
CCc1cccnc1,CCc1cccnc1,undefined,"caramel, citrus, tobacco, wine_like, smoky, vegetable, leather, oakmoss, fatty, floral, musty, woody, earthy, fruity, peanut, herbaceous, nutty, meaty, spicy, green",flavor_db,0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,undefined,odorless,flavor_db,0
COCc1ccccc1,COCc1ccccc1,undefined,"ethereal, floral, metal, fruity, hyacinth, ylang, green",flavor_db,0
CCOCc1ccccc1,CCOCc1ccccc1,undefined,"pineapple, powerful, fruity",flavor_db,0
CCCCC(=O)OCC,CCCCC(=O)OCC,sweet,"yeast, apple, pineapple, fruit, sweet, fruity, tropical, green",flavor_db,0
CCOC(=O)CCC(C)=O,CCOC(=O)CCC(C)=O,sweet,"berry, pineapple, floral, sweet, fruity, rhubarb, green",flavor_db,0
CCCC(=O)OCC(C)C,CCCC(=O)OCC(C)C,sweet,"apple, berry, pineapple, sweet, rum, fruity",flavor_db,0
CCCCCOC(=O)CCCCC,CCCCCOC(=O)CCCCC,sweet,"apple, pineapple, fatty, estery, sweet, fruity, pear, green",flavor_db,0
CCCCCOC(=O)CCC,CCCCCOC(=O)CCC,sweet,"pineapple, banana, sweet, fruity, tropical, cherry",flavor_db,0
CCC(=O)OCC(C)C,CCC(=O)OCC(C)C,sweet,"banana, tutti frutti, sweet, fruity, green, bitter, ether",flavor_db,1
SCCS,SCCS,undefined,sulfury,flavor_db,0
CC(C)CCS,CC(C)CCS,undefined,"glue, onion",flavor_db,0
CCCC(N)=O,CCCC(N)=O,undefined,nutty,flavor_db,0
CC(C)=CC(=O)O,CC(C)=CC(=O)O,undefined,"alcohol, dairy, phenolic, green",flavor_db,1
Cc1csc(C)n1,Cc1csc(C)n1,undefined,"rubber, beefy, mold, roasted, barley, coffee, tea",flavor_db,0
CC1CCCCCCCCCCCCC(=O)C1,CC1CCCCCCCCCCCCC(=O)C1,sweet,"powdery, animal, fatty, sweet, musk, natural",flavor_db,0
CC(C)COC=O,CC(C)COC=O,sweet,"ether, sweet, fruity, chemical",flavor_db,0
CCN=C=S,CCN=C=S,undefined,"garlic, mustard, pungent",flavor_db,0
C=CC(=C)CCCC(C)(C)O,C=CC(=C)CCCC(C)(C)O,undefined,"floral, citrus, lavender, fresh",flavor_db,0
CCCCCC(C)O,CCCCCC(C)O,sweet,"lemon, mushroom, sweet, floral, green, herbal, fresh, grass, bitter, fruity",flavor_db,1
N#CCCCC#N,N#CCCCC#N,bitter,bitter,flavor_db,1
CCCCSCCCC,CCCCSCCCC,undefined,"rose, herbal, violet-leaf, geranium, grassy, green",flavor_db,0
CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,undefined,"fatty, soapy, waxy, coconut",flavor_db,1
CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,undefined,alkane,flavor_db,0
CC1C(=O)CC2(C(C)C)CC12,CC1C(=O)CC2(C(C)C)CC12,undefined,cedarleaf,flavor_db,1
COC(=O)C(C)C,COC(=O)C(C)C,undefined,"apple, pineapple, floral, fruity, flower",flavor_db,0
CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,bitter,bitter,flavor_db,0
CC(=O)c1ccccc1N,CC(=O)c1ccccc1N,sweet,"foxy, grape, sweet",flavor_db,0
CCC(=O)OC,CCC(=O)OC,undefined,"harsh, apple, strawberry, fresh, rum, fruity",flavor_db,0
Cc1cccs1,Cc1cccs1,undefined,"sulfur, sulfurous, roasted, onion, alliaceous, green",flavor_db,0
C=C1CCC2C(C1)C2(C)C,C=C1CCC2C(C1)C2(C)C,undefined,orange peel,flavor_db,0
C=C1C=CC(C(C)C)CC1,C=C1C=CC(C(C)C)CC1,undefined,"mint, terpentine",flavor_db,0
COC(=O)CC(C)C,COC(=O)CC(C)C,undefined,"strong, pineapple, apple, fruity",flavor_db,0
CN=C=S,CN=C=S,undefined,"horseradish, mustard, pungent",flavor_db,0
CSC#N,CSC#N,undefined,sulfur,flavor_db,0
CC(C)=CCO,CC(C)=CCO,undefined,"lavender, fruity, herb, green",flavor_db,0
CCCOC(=O)CC(C)C,CCCOC(=O)CC(C)C,sweet,"sweet, bitter, apple, fruity",flavor_db,1
CCCOC(=O)CC(C)C,CCCOC(=O)CC(C)C,bitter,"sweet, bitter, apple, fruity",flavor_db,1
C=CO,C=CO,undefined,odorless,flavor_db,0
CC1=CCC(O)(C(C)C)CC1,CC1=CCC(O)(C(C)C)CC1,sweet,"must, pepper, turpentine, musty, woody, sweet, nutmeg, earth",flavor_db,1
CC(=O)C(C)C,CC(=O)C(C)C,undefined,camphor,flavor_db,0
CCC(=O)C(C)C,CCC(=O)C(C)C,undefined,mint,flavor_db,0
Cc1cccc(C)c1O,Cc1cccc(C)c1O,sweet,"rooty, coffee, sweet, medicinal, phenolic",flavor_db,0
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,sweet,"burnt, powdery, anisic, coumarinic, sweet, honey, hawthorn, nutty, phenolic",flavor_db,0
CC(=O)C(=O)c1ccccc1,CC(=O)C(=O)c1ccccc1,undefined,"buttery, pepper, honey, plastic",flavor_db,0
Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,undefined,grass,flavor_db,0
C=CCOC(=O)c1ccccc1,C=CCOC(=O)c1ccccc1,sweet,"floral, sweet, cherry, berry",flavor_db,0
CC1CCCCC1=O,CC1CCCCC1=O,undefined,"minty, peppermint",flavor_db,0
CCC(O)CC,CCC(O)CC,sweet,"herbal, oily, fruit, sweet, nutty",flavor_db,0
CCCCCC(=O)C(C)=O,CCCCCC(=O)C(C)=O,undefined,"dill, buttery, broccoli, cooked",flavor_db,0
CC1=CCC(=C(C)C)CC1,CC1=CCC(=C(C)C)CC1,sweet,"citrus, fresh, sweet, woody, pine, plastic",flavor_db,0
CC(C)=C1CCC(C)(O)CC1,CC(C)=C1CCC(C)(O)CC1,undefined,"lilac, terpineol",flavor_db,0
CC(C)C1=CCC(C)(O)CC1,CC(C)C1=CCC(C)(O)CC1,undefined,"must, woody, musty, dry",flavor_db,0
Cc1ccc(CO)cc1,Cc1ccc(CO)cc1,undefined,"floral, mild",flavor_db,0
CCC(C)CCO,CCC(C)CCO,undefined,"wine, fusel, cocoa, fruity, cognac, green",flavor_db,0
CCCC(=O)CC,CCCC(=O)CC,sweet,"ether, waxy, grape, sweet, rum, fruity",flavor_db,0
CC(C)COC(=O)CC(C)C,CC(C)COC(=O)CC(C)C,sweet,"apple, banana, sweet, fruity, raspberry, green",flavor_db,0
CCCCCCCC(=O)OCCCC,CCCCCCCC(=O)OCCCC,undefined,"butter, ether, herbal, fruit, dank",flavor_db,0
CC1CCC(=O)CC1,CC1CCC(=O)CC1,undefined,"musty, animal",flavor_db,0
CCCCCC(O)CC,CCCCCC(O)CC,undefined,"citrus, nut, moss, herbal, earthy, woody, melon, minty, mushroom, spicy",flavor_db,0
CCCCOC(=O)CC,CCCCOC(=O)CC,sweet,"rose, banana, earthy, weak, sweet",flavor_db,0
CCCC(C)(C)O,CCCC(C)(C)O,undefined,pungent,flavor_db,0
CC(C)CC=O,CC(C)CC=O,sour,"peach, sour, chocolate, ethereal, malt, fatty, aldehydic",flavor_db,0
CC1C=CC(=O)O1,CC1C=CC(=O)O1,sweet,"solvent, tobacco, coumarin, oily, sweet, nutty, tonka",flavor_db,0
CC1CCCC(=O)C1,CC1CCCC(=O)C1,undefined,"camphoraceous, minty, medicinal, camphor",flavor_db,1
COc1cccc(C=O)c1,COc1cccc(C=O)c1,undefined,anisic,flavor_db,0
CCCCOC(=O)CC(C)=O,CCCCOC(=O)CC(C)=O,sweet,"brandy, fermented, sweet, fruity",flavor_db,0
CC(=O)CCC(=O)O,CC(=O)CCC(=O)O,sweet,"caramel, acetoin, acidic, sweet, buttery",flavor_db,1
CC(=O)CCC(=O)O,CC(=O)CCC(=O)O,sour,"caramel, acetoin, acidic, sweet, buttery",flavor_db,1
CCCCC(C)=O,CCCCC(C)=O,undefined,"ethereal, ether",flavor_db,0
CC(=O)COC(C)=O,CC(=O)COC(C)=O,undefined,"buttery, fruity",flavor_db,0
CCCCN=C=S,CCCCN=C=S,undefined,"sulfur, citrus, wine_like, vegetable, sulfury, fatty, floral, earthy, woody, pungent, fruity, herbaceous, nutty, meaty, spicy, green",flavor_db,0
CCCCOC=O,CCCCOC=O,undefined,"brandy, plum, fruity, rum",flavor_db,0
C=CCSCC=C,C=CCSCC=C,undefined,"sulfurous, garlic, onion, horseradish, metallic",flavor_db,0
CCCCCCCCCCCC(C)=O,CCCCCCCCCCCC(C)=O,undefined,"coconut, herbal, milky, waxy, fatty, earthy, dairy, nutty",flavor_db,0
CCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC,undefined,alkane,flavor_db,0
CC(C)C(C)O,CC(C)C(C)O,undefined,fruity,flavor_db,0
CCC(=O)C(C)=O,CCC(=O)C(C)=O,sweet,"butter, cream, caramel, sweet, pungent, creamy, nutty, cheese",flavor_db,0
CCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],sweet,sweet-like,flavor_db,0
COC(=O)c1ccco1,COC(=O)c1ccco1,sweet,"tobacco, fungal, sweet, fruity, mushroom",flavor_db,0
CCOC(=O)c1ccco1,CCOC(=O)c1ccco1,undefined,plum,flavor_db,0
CCCOC(=O)c1ccco1,CCCOC(=O)c1ccco1,sweet,"earthy, sweet, herbal",flavor_db,0
CCOC(=O)c1ccc(O)c(OC)c1,CCOC(=O)c1ccc(O)c(OC)c1,sweet,"burnt, powdery, vanilla, smoky, guaiacol, fruit, sweet, metallic, flower, phenolic",flavor_db,1
CC(C)OC(=O)C(C)C,CC(C)OC(=O)C(C)C,sweet,"citrus, pineapple, sweet, fruity, pear",flavor_db,0
C=C(C)C1CCC(C)C(O)C1,C=C(C)C1CCC(C)C(O)C1,undefined,"mint, spice, herbal, menthol, minty, spearmint",flavor_db,0
Cc1ccc(C=O)o1,Cc1ccc(C=O)o1,undefined,"caramel, spice, burnt sugar, maple, almond",flavor_db,0
CCc1cccc(O)c1,CCc1cccc(O)c1,undefined,"must, musty",flavor_db,0
Cc1cccc(C=O)c1,Cc1cccc(C=O)c1,sweet,"benzaldehyde, sweet, fruity, cherry, phenolic",flavor_db,0
CC(=O)OC1CCCCC1,CC(=O)OC1CCCCC1,sweet,"musty, sweet, fruity, ethereal",flavor_db,0
CCOc1ccc(O)cc1,CCOc1ccc(O)cc1,undefined,"mild, phenolic, hawthorn, nutty, plastic",flavor_db,0
CC(=O)OCc1ccco1,CC(=O)OCc1ccco1,sweet,"horseradish, sweet, fruity, banana",flavor_db,0
CCCC(O)CC,CCCC(O)CC,undefined,"alcoholic, alcohol, ether, medicinal",flavor_db,0
CCCC(=O)OC,CCCC(=O)OC,sweet,"apple, pineapple, ether, banana, fruit, sweet, fruity",flavor_db,0
CC(=O)OCC(C)OC(C)=O,CC(=O)OCC(C)OC(C)=O,undefined,"acetic, fruity",flavor_db,0
CCCCC(=O)OC,CCCCC(=O)OC,sweet,"apple, pineapple, sweet, fruity, nutty, green",flavor_db,0
CCC(C)COC(C)=O,CCC(C)COC(C)=O,sweet,"overripe fruit, banana, fruit, sweet, peanut, juicy",flavor_db,0
CCCCCOC(=O)CC,CCCCCOC(=O)CC,sweet,"pineapple, sweet, fruity, apricot",flavor_db,0
CCSC,CCSC,undefined,"sulfur, garlic, vegetable, sulfury, fatty, earthy, woody, nutty, wine_like, meaty, spicy, citrus, sulfurous, coffee, herbaceous, green, cabbage, pyridine, tomato, fishy, floral, fruity",flavor_db,0
CSSC,CSSC,undefined,"citrus, cabbage, sulfurous, putrid, wine_like, onion, vegetable, fatty, floral, earthy, woody, fruity, herbaceous, nutty, meaty, spicy, green",flavor_db,0
CC(C)OC=O,CC(C)OC=O,undefined,"ethereal, cocoa, tropical, solvent",flavor_db,0
CC(C)SC(C)C,CC(C)SC(C)C,undefined,"garlic, vegetable, sulfury",flavor_db,0
Cc1ccc(C)o1,Cc1ccc(C)o1,undefined,"roast, ethereal, bacon, chemical, gravy, beef, meaty",flavor_db,0
CCCC(C)OC(C)=O,CCCC(C)OC(C)=O,undefined,"herbal, tropical",flavor_db,0
CCCCCC(=O)OCCC,CCCCCC(=O)OCCC,sweet,"pineapple, fruit, sweet, fruity, tropical, juicy, green",flavor_db,0
CCCCCC(=O)OCCCC,CCCCCC(=O)OCCCC,undefined,"berry, pineapple, wine, fruit, fruity",flavor_db,0
CCCCC(C)O,CCCCC(C)O,undefined,"chemical, winey",flavor_db,0
CCCCCCCCCCC(=O)OCC,CCCCCCCCCCC(=O)OCC,undefined,"coconut, waxy, fatty, soapy, cognac",flavor_db,0
COC(=O)CCCCC(=O)OC,COC(=O)CCCCC(=O)OC,undefined,"nutty, mild",flavor_db,0
CC(C)CCCC(=O)O,CC(C)CCCC(=O)O,undefined,"fatty, oily, fruity, cheese",flavor_db,0
CCCCCOC(C)=O,CCCCCOC(C)=O,undefined,"ethereal, fruity, banana",flavor_db,0
CCCCCCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCCCCCC(=O)OCC,undefined,"mild, wax, milky, waxy, creamy, fruity, balsam",flavor_db,0
CCCCCCCC(C)O,CCCCCCCC(C)O,undefined,"citrus, orange, waxy, cucumber, creamy, fruity, cheese, green",flavor_db,0
CCCSSCCC,CCCSSCCC,undefined,"burnt, onion, sulfury, earthy, green",flavor_db,0
CCCCSSCCCC,CCCCSSCCCC,undefined,sulfurous,flavor_db,0
CCCCCCCCCCCCC,CCCCCCCCCCCCC,undefined,alkane,flavor_db,0
CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,undefined,"alkane, waxy, mild",flavor_db,0
CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC,undefined,"alkane, waxy",flavor_db,0
CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCC,undefined,alkane,flavor_db,0
CCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCC,undefined,"alkane, bland",flavor_db,0
CCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCC,undefined,"alkane, waxy",flavor_db,0
CCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCC,undefined,"alkane, waxy",flavor_db,0
CC(=O)OCC1CCCO1,CC(=O)OCC1CCCO1,sweet,"brown, caramel, ether, sweet, rum, fruity, maple",flavor_db,0
C=Cc1ccc(OC)cc1,C=Cc1ccc(OC)cc1,sweet,sweet,flavor_db,0
CCC(=O)OC(C)C,CCC(=O)OC(C)C,sweet,"banana, sweet, ether, pineapple, bitter, fruity",flavor_db,1
CCC(=O)OC(C)C,CCC(=O)OC(C)C,bitter,"banana, sweet, ether, pineapple, bitter, fruity",flavor_db,1
Cc1ccc(C)s1,Cc1ccc(C)s1,undefined,"nutty, sulfury",flavor_db,0
CC1NC(C)SC(C)S1,CC1NC(C)SC(C)S1,undefined,"beefy, roasted, meaty",flavor_db,0
CCCCCOC=O,CCCCCOC=O,undefined,"ethereal, powerful, earthy, unripe banana, fruity, green",flavor_db,0
CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCC(=O)O,undefined,"woody, waxy",flavor_db,0
CCCCCCCCCCCCCCCCCC=O,CCCCCCCCCCCCCCCCCC=O,undefined,"oil, oily",flavor_db,0
CCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCC,undefined,"alkane, waxy",flavor_db,0
Cc1ccc(-c2ccccc2)cc1,Cc1ccc(-c2ccccc2)cc1,undefined,"mint, fennel, waxy, floral, wintergreen, anise, spicy",flavor_db,0
CCCc1ccccc1O,CCCc1ccccc1O,undefined,"smoky, medicinal, phenolic",flavor_db,0
CCCOC(=O)C(C)C,CCCOC(=O)C(C)C,sweet,"berry, ripe, sweet, melon, tropical, fruity",flavor_db,0
CC(=O)c1ccc(C(C)C)cc1,CC(=O)c1ccc(C(C)C)cc1,undefined,"woody, herbal, spicy",flavor_db,0
CCCc1ccc(O)cc1,CCCc1ccc(O)cc1,undefined,"medicinal, phenolic",flavor_db,0
CC(C)CCC(=O)O,CC(C)CCC(=O)O,undefined,"pungent, cheese",flavor_db,0
O=C(CO)C(O)C(O)C(O)C(O)CO,O=C(CO)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,0
CC(C)CCOC(=O)CC(C)C,CC(C)CCOC(=O)CC(C)C,sweet,"apple, jammy, ripe, sweet, fruity, tropical, mango, green",flavor_db,0
C=CCCCCCCCCC(=O)OCC,C=CCCCCCCCCC(=O)OCC,undefined,"waxy, musty, creamy, clean, fruity, soapy, cognac",flavor_db,0
CCCCCCCCC(C)=O,CCCCCCCCC(C)=O,undefined,"floral, orange, peach, fatty",flavor_db,0
Cc1cscn1,Cc1cscn1,undefined,"vegetable, tomato, nutty, roasted meat, green",flavor_db,0
CCC1CCC(=O)O1,CCC1CCC(=O)O1,sweet,"coconut, tobacco, coumarin, herbal, sweet",flavor_db,0
CCCC1CCCC(=O)O1,CCCC1CCCC(=O)O1,sweet,"peach, coconut, fatty, sweet, tropical, dairy, tonka",flavor_db,0
CSSCc1ccccc1,CSSCc1ccccc1,undefined,"cabbage, sulfurous, vegetable, metallic, green",flavor_db,0
CC(=O)CCc1ccco1,CC(=O)CCc1ccco1,undefined,"caramel, spicy",flavor_db,0
CCCCCC1CCCC(=O)O1,CCCCCC1CCCC(=O)O1,sweet,"peach, butter, coconut, apricot, fresh, oily, creamy, plum, sweet, fruity, dairy",flavor_db,0
CCCCCCC1CCC(=O)O1,CCCCCCC1CCC(=O)O1,sweet,"peach, coconut, caramel, fat, waxy, fresh, oily, fatty, sweet, fruity, strong, buttery",flavor_db,0
CCCCCCCC1CCCC(=O)O1,CCCCCCCC1CCCC(=O)O1,sweet,"peach, butter, coconut, fresh, oily, fruit, sweet, creamy, metallic, buttery, cheese",flavor_db,0
C=C(C)CCO,C=C(C)CCO,sweet,"sweet, fruity",flavor_db,0
O=C1CCCCC1=O,O=C1CCCCC1=O,sweet,"caramel, acorn, sweet, brothy, maple, nut skin",flavor_db,0
CSCc1ccccc1,CSCc1ccccc1,undefined,"burnt, roasted, pork, lamb, chicken, beef",flavor_db,0
CCCCCCCC(C)=O,CCCCCCCC(C)=O,sweet,"soap, herbal, fresh, fishy, hot milk, earthy, sweet, soapy, weedy, green",flavor_db,0
CC1CCCC(=O)O1,CC1CCCC(=O)O1,sweet,"sweet, herbal",flavor_db,0
CC1(C)SC(C)(C)SC(C)(C)S1,CC1(C)SC(C)(C)SC(C)(C)S1,undefined,"burnt, sulfurous, earthy, blackberry, green",flavor_db,0
CCC(C)C(=O)OC,CCC(C)C(=O)OC,sweet,"apple, tutti frutti, fatty, sweet, fruity, green",flavor_db,0
C=CCS,C=CCS,undefined,"sulfurous, roasted, garlic, onion, alliaceous",flavor_db,0
c1ccc(SSc2ccccc2)cc1,c1ccc(SSc2ccccc2)cc1,undefined,"earthy, burnt, sulfurous",flavor_db,0
CCCCCCCC(=O)CC,CCCCCCCC(=O)CC,undefined,"citrus, orange, waxy, floral, fruity, green",flavor_db,0
O=C1C=CCCC1,O=C1C=CCCC1,undefined,"savory, roasted, green, pesticide",flavor_db,0
CC(C)OC(=O)c1ccccc1,CC(C)OC(=O)c1ccccc1,sweet,"balsamic, floral, fruit, sweet, fruity",flavor_db,0
CCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCC(=O)O,undefined,waxy,flavor_db,0
O=C1CCCS1,O=C1CCCS1,undefined,"garlic, burnt",flavor_db,0
O=Cc1ccc[nH]1,O=Cc1ccc[nH]1,undefined,ethereal,flavor_db,0
CC(=O)c1ccc[nH]1,CC(=O)c1ccc[nH]1,undefined,"nut, licorice, coumarin, bread, musty, nutty, walnut",flavor_db,0
COc1cc(C)ccc1C(C)C,COc1cc(C)ccc1C(C)C,undefined,"smoky, woody, burnt",flavor_db,0
CCCCCCCC(=O)OCCCCCC,CCCCCCCC(=O)OCCCCCC,undefined,"oil, apple, berry, waxy, ester, fruity, herb, green",flavor_db,0
C=CC(=C)CCCC(C)(C)OC(C)=O,C=CC(=C)CCCC(C)(C)OC(C)=O,undefined,"citrus, floral, woody, nutmeg, bergamot, lavender",flavor_db,0
CCCCCCCCCCC,CCCCCCCCCCC,undefined,alkane,flavor_db,0
CC(=O)c1ccccn1,CC(=O)c1ccccn1,undefined,"tobacco, oily, fatty, heavy, popcorn, corn, chip",flavor_db,0
CC(CO)c1ccccc1,CC(CO)c1ccccc1,undefined,"honeysuckle, lilac, balsam, hyacinth, spicy, green",flavor_db,0
Cc1nc(C)c(C)nc1C,Cc1nc(C)c(C)nc1C,undefined,"chocolate, burnt, lard, musty, coffee, cocoa, soybean, nutty",flavor_db,0
COc1ccc(C(C)=O)cc1OC,COc1ccc(C(C)=O)cc1OC,sweet,"floral, sweet, woody",flavor_db,0
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,undefined,odorless,flavor_db,0
CCCCCC(C)C(=O)O,CCCCCC(C)C(=O)O,undefined,"butter, sweaty, waxy, green, milk, cheese",flavor_db,0
CC(=O)OCC=C(C)C,CC(=O)OCC=C(C)C,sweet,"jasmin, banana, fresh, ripe, heliotrope, sweet, fruity, balsam, lavender",flavor_db,0
SCCCCCCS,SCCCCCCS,undefined,"fatty, burnt, meaty",flavor_db,0
SCCCCCCCCS,SCCCCCCCCS,undefined,"earthy, mushroom, sulfurous, meaty",flavor_db,0
CC(=O)c1ccco1,CC(=O)c1ccco1,sweet,"caramel, tobacco, balsamic, potato, coffee, sweet, cocoa, peanut, balsam, almond, beef",flavor_db,0
CC1=CC(=O)CCC1,CC1=CC(=O)CCC1,undefined,"cherry, caramel, nut, phenolic",flavor_db,0
CC(=O)c1ccc(C)o1,CC(=O)c1ccc(C)o1,undefined,"coconut, coumarin, milky, musty, hay, strong, nutty",flavor_db,0
Cc1ccc(C(C)(C)O)cc1,Cc1ccc(C(C)(C)O)cc1,sweet,"citrus, coumarin, must, floral, sweet, fruity, cherry, camphor",flavor_db,0
[O-2],[O-2],undefined,odorless,flavor_db,0
[Zn+2],[Zn+2],undefined,odorless,flavor_db,0
