Canonicalized SMILES,Canonicalized Taste,Original Labels,Source,mol,standardised_smiles
O=C(O)CNC(=Nc1cccnc1)NCc1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60ac0>,O=C(O)CNC(=Nc1cccnc1)NCc1ccccc1
CC(NC(=Nc1cnc2ccccc2c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61a80>,CC(NC(=Nc1cnc2ccccc2c1)NCC(=O)O)c1ccccc1
OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63680>,OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O
COC(C)C1=CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62e30>,COC(C)C1=CC=C(C)CC1
COC(C)C1=CCC(C)=CC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62960>,COC(C)C1=CCC(C)=CC1
COC(C)C1CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61af0>,COC(C)C1CC=C(C)CC1
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60dd0>,OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Br
OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63300>,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl
OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60580>,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd622d0>,OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Br
OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61b60>,OCC1OC(OC2(CCl)OC(CCl)C(Br)C2O)C(O)C(O)C1Cl
OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60740>,OCC1OC(OC2(CCl)OC(CCl)C(I)C2O)C(O)C(O)C1Cl
OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60660>,OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F
OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60f90>,OCC1OC(OC2(CI)OC(CI)C(O)C2O)C(O)C(O)C1I
OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60ba0>,OCC1OC(CCl)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O
OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62f10>,OCC1OC(OC2(CO)OC(CCl)C(Cl)C2O)C(O)C(O)C1Cl
OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O,sweet,"Sweet(4); Intensely sweet(2), Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63d80>,OC1C(OC2(CCl)OC(CCl)C(O)C2O)OC(CCl)C(Cl)C1O
OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62180>,OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1Cl
COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O,sweet,"Sweet; Less sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62490>,COCC1OC(CO)(OC2OC(CO)C(OC)C(O)C2O)C(O)C1O
COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC,sweet,"Sweet; Less sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62dc0>,COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1OC
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60d60>,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl
OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61460>,OCC1OC(CO)(OC2OC(CO)C(Cl)C(O)C2O)C(O)C1O
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61700>,OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1Cl
O=C1NS(=O)(=O)c2cccc(Cl)c21,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62d50>,O=C1NS(=O)(=O)c2cccc(Cl)c21
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63ca0>,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd626c0>,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCCC2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd635a0>,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60430>,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCC2)cc1
N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc3ccccc23)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60cf0>,N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc3ccccc23)cc1
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd625e0>,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cc1
CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)C1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63610>,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)C1CCCCC1
N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd603c0>,N#Cc1ccc(N=C(NCC(=O)O)NCC2CCCCC2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61690>,N#Cc1ccc(N=C(NCC(=O)O)NCc2ccccc2)cc1
CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62c00>,CC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1
COCC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61ee0>,COCC(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1
N#Cc1ccc(N=C(NCC(=O)O)NCC23CC4CC(CC(C4)C2)C3)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60820>,N#Cc1ccc(N=C(NCC(=O)O)NCC23CC4CC(CC(C4)C2)C3)cc1
CN(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62500>,CN(NC(=Nc1ccc(C#N)cc1)NCC(=O)O)c1ccccc1
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd628f0>,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCC2)cc1
N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc(Cl)c2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd621f0>,N#Cc1ccc(N=C(NCC(=O)O)Nc2cccc(Cl)c2)cc1
Cc1cccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60c80>,Cc1cccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1
N#Cc1ccc(N=C(NCCc2ccccc2)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60510>,N#Cc1ccc(N=C(NCCc2ccccc2)NCC(=O)O)cc1
Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd636f0>,Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1
CCCCC(C)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63370>,CCCCC(C)NC(=Nc1ccc(C#N)cc1)NCC(=O)O
CCCCCCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62340>,CCCCCCNC(=Nc1ccc(C#N)cc1)NCC(=O)O
Cc1ccccc1NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63060>,Cc1ccccc1NC(=Nc1ccc(C#N)cc1)NCC(=O)O
N#Cc1ccc(N=C(NCC(=O)O)Nc2ccc(CO)c(CO)c2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63840>,N#Cc1ccc(N=C(NCC(=O)O)Nc2ccc(CO)c(CO)c2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NC2CCc3ccccc32)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd637d0>,N#Cc1ccc(N=C(NCC(=O)O)NC2CCc3ccccc32)cc1
N#Cc1ccc(N=C(NCC(=O)O)Nc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63bc0>,N#Cc1ccc(N=C(NCC(=O)O)Nc2ccccc2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NC23CC4CC(CC(C4)C2)C3)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62ea0>,N#Cc1ccc(N=C(NCC(=O)O)NC23CC4CC(CC(C4)C2)C3)cc1
N#Cc1ccc(N=C(N)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63ed0>,N#Cc1ccc(N=C(N)NCC(=O)O)cc1
CCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62ab0>,CCNC(=Nc1ccc(C#N)cc1)NCC(=O)O
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)c2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63df0>,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)c2ccccc2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61d90>,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63f40>,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCCC2)cc1
CCCCS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60f20>,CCCCS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O
CCCCCS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60b30>,CCCCCS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O
N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62c70>,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCC2)cc1
CS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd606d0>,CS(=O)(=O)NC(=Nc1ccc(C#N)cc1)NCC(=O)O
OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd631b0>,OCC1OC(OC2(CBr)OC(CBr)C(O)C2O)C(O)C(O)C1Cl
CC1(OC2OC(CO)C(Cl)C(O)C2O)OC(CCl)C(F)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63b50>,CC1(OC2OC(CO)C(Cl)C(O)C2O)OC(CCl)C(F)C1O
OCC1OC(OC2(CO)OC(CF)C(O)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62030>,OCC1OC(OC2(CO)OC(CF)C(O)C2O)C(O)C(O)C1F
OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Br,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63290>,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Br
OCC1CC(O)C(O)C(OC2(CO)OC(CO)C(O)C2O)O1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60270>,OCC1CC(O)C(O)C(OC2(CO)OC(CO)C(O)C2O)O1
C=CC1CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60e40>,C=CC1CC=C(C)CC1
OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd623b0>,OCC1OC(OC2(CBr)OC(CBr)C(Br)C2O)C(O)C(O)C1F
OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1F,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61150>,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1F
OCC1OC(OC2(CCl)OC(CCl)C(F)C2O)C(O)C(O)C1Cl,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd618c0>,OCC1OC(OC2(CCl)OC(CCl)C(F)C2O)C(O)C(O)C1Cl
OCC1OC(OC2C(O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd604a0>,OCC1OC(OC2C(O)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O
COCC1=CCC(C)=CC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd61310>,COCC1=CCC(C)=CC1
COCC1CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd612a0>,COCC1CC=C(C)CC1
COc1ccc(NC(N)=O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd617e0>,COc1ccc(NC(N)=O)cc1
NC(=Nc1ccc([N+](=O)[O-])cc1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60040>,NC(=Nc1ccc([N+](=O)[O-])cc1)NCC(=O)O
COC1C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C(O)C1O,sweet,"Sweet(2); Less sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62b90>,COC1C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C(O)C1O
CCCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62f80>,CCCOc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O
CCCOc1ccc(NC(N)=O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd610e0>,CCCOc1ccc(NC(N)=O)cc1
CC1(C(=O)O)CCCC2(C)c3ccccc3C(C(=O)O)C12,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62b20>,CC1(C(=O)O)CCCC2(C)c3ccccc3C(C(=O)O)C12
COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd62880>,COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccccc1
COc1ccc(CCC2CCCCC2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63760>,COc1ccc(CCC2CCCCC2)cc1O
COc1ccc(C2CCc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd63a00>,COc1ccc(C2CCc3ccccc3O2)cc1O
N#Cc1ccc(NC(=O)C(CCC(=O)O)NC(=O)C(F)(F)F)cc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd60a50>,N#Cc1ccc(NC(=O)C(CCC(=O)O)NC(=O)C(F)(F)F)cc1
COc1ccc(C2OCc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd627a0>,COc1ccc(C2OCc3ccccc3S2)cc1O
COc1ccc(NCc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd640b0>,COc1ccc(NCc2ccccc2)cc1O
CC1=C(C)C(=O)NS(=O)(=O)O1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd64350>,CC1=C(C)C(=O)NS(=O)(=O)O1
COc1ccc(CCc2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd644a0>,COc1ccc(CCc2ccccc2O)cc1O
COc1ccc(CCc2ccc(F)cc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd64dd0>,COc1ccc(CCc2ccc(F)cc2)cc1O
COc1ccc(CCc2ccc(O)cc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd64f20>,COc1ccc(CCc2ccc(O)cc2)cc1O
COc1ccc(C2Cc3cccc(OC(C)=O)c3C(=O)O2)cc1OC(C)=O,sweet,"Slightly sweet; Sweet(2), Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd65380>,COc1ccc(C2Cc3cccc(OC(C)=O)c3C(=O)O2)cc1OC(C)=O
COc1ccc(C(O)Oc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67a00>,COc1ccc(C(O)Oc2ccccc2)cc1O
COc1ccc(CCc2ccccc2CO)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd66260>,COc1ccc(CCc2ccccc2CO)cc1O
N#Cc1ncc(Br)cn1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd66490>,N#Cc1ncc(Br)cn1
OCC1(O)OCCC(O)C1O,sweet,"Very sweet; Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd66500>,OCC1(O)OCCC(O)C1O
CCC1=C(C)OS(=O)(=O)NC1=O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67c30>,CCC1=C(C)OS(=O)(=O)NC1=O
CC(NC(=Nc1ccc2c(c1)CCC2)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67f40>,CC(NC(=Nc1ccc2c(c1)CCC2)NCC(=O)O)c1ccccc1
CC1=COS(=O)(=O)NC1=O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67d10>,CC1=COS(=O)(=O)NC1=O
CCCc1ccc([N+](=O)[O-])cc1N,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67e60>,CCCc1ccc([N+](=O)[O-])cc1N
OCC1SC(O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67df0>,OCC1SC(O)C(O)C(O)C1O
OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67d80>,OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C1O
COCC1OC(OC2(CO)OC(COC)C(O)C2O)C(O)C(O)C1O,sweet,"Very sweet; Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67a70>,COCC1OC(OC2(CO)OC(COC)C(O)C2O)C(O)C(O)C1O
OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67920>,OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1O
OCC1(O)OC(CCl)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd678b0>,OCC1(O)OC(CCl)C(O)C1O
NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67760>,NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O
CC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67610>,CC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
CCC1=C(C)C(=O)NS(=O)(=O)O1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67530>,CCC1=C(C)C(=O)NS(=O)(=O)O1
CCC1=CC(=O)NS(=O)(=O)O1,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd674c0>,CCC1=CC(=O)NS(=O)(=O)O1
O=C1NS(=O)(=O)c2cc(F)ccc21,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd673e0>,O=C1NS(=O)(=O)c2cc(F)ccc21
O=C1NS(=O)(=O)c2cc(O)ccc21,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd67140>,O=C1NS(=O)(=O)c2cc(O)ccc21
Cc1ccc2c(c1)S(=O)(=O)NC2=O,sweet,"Sweet, Sweetness",chemtastes_db,<rdkit.Chem.rdchem.Mol object at 0x7c524bd670d0>,Cc1ccc2c(c1)S(=O)(=O)NC2=O
